areaType,areaName,areaCode,date,newDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDate
nation,England,E92000001,2020-03-02,1,1
nation,Northern Ireland,N92000002,2021-11-24,4,2855
nation,Northern Ireland,N92000002,2021-11-23,7,2851
nation,Northern Ireland,N92000002,2021-11-22,3,2844
nation,Northern Ireland,N92000002,2021-11-21,3,2841
nation,Northern Ireland,N92000002,2021-11-20,9,2838
nation,Northern Ireland,N92000002,2021-11-19,2,2829
nation,Northern Ireland,N92000002,2021-11-18,9,2827
nation,Northern Ireland,N92000002,2021-11-17,5,2818
nation,Northern Ireland,N92000002,2021-11-16,12,2813
nation,Northern Ireland,N92000002,2021-11-15,6,2801
nation,Northern Ireland,N92000002,2021-11-14,3,2795
nation,Northern Ireland,N92000002,2021-11-13,4,2792
nation,Northern Ireland,N92000002,2021-11-12,4,2788
nation,Northern Ireland,N92000002,2021-11-11,5,2784
nation,Northern Ireland,N92000002,2021-11-10,6,2779
nation,Northern Ireland,N92000002,2021-11-09,8,2773
nation,Northern Ireland,N92000002,2021-11-08,7,2765
nation,Northern Ireland,N92000002,2021-11-07,7,2758
nation,Northern Ireland,N92000002,2021-11-06,6,2751
nation,Northern Ireland,N92000002,2021-11-05,4,2745
nation,Northern Ireland,N92000002,2021-11-04,6,2741
nation,Northern Ireland,N92000002,2021-11-03,12,2735
nation,Northern Ireland,N92000002,2021-11-02,8,2723
nation,Northern Ireland,N92000002,2021-11-01,4,2715
nation,Northern Ireland,N92000002,2021-10-31,6,2711
nation,Northern Ireland,N92000002,2021-10-30,8,2705
nation,Northern Ireland,N92000002,2021-10-29,10,2697
nation,Northern Ireland,N92000002,2021-10-28,6,2687
nation,Northern Ireland,N92000002,2021-10-27,7,2681
nation,Northern Ireland,N92000002,2021-10-26,4,2674
nation,Northern Ireland,N92000002,2021-10-25,4,2670
nation,Northern Ireland,N92000002,2021-10-24,3,2666
nation,Northern Ireland,N92000002,2021-10-23,6,2663
nation,Northern Ireland,N92000002,2021-10-22,11,2657
nation,Northern Ireland,N92000002,2021-10-21,7,2646
nation,Northern Ireland,N92000002,2021-10-20,3,2639
nation,Northern Ireland,N92000002,2021-10-19,5,2636
nation,Northern Ireland,N92000002,2021-10-18,9,2631
nation,Northern Ireland,N92000002,2021-10-17,2,2622
nation,Northern Ireland,N92000002,2021-10-16,6,2620
nation,Northern Ireland,N92000002,2021-10-15,4,2614
nation,Northern Ireland,N92000002,2021-10-14,5,2610
nation,Northern Ireland,N92000002,2021-10-13,5,2605
nation,Northern Ireland,N92000002,2021-10-12,3,2600
nation,Northern Ireland,N92000002,2021-10-11,5,2597
nation,Northern Ireland,N92000002,2021-10-10,2,2592
nation,Northern Ireland,N92000002,2021-10-09,5,2590
nation,Northern Ireland,N92000002,2021-10-08,4,2585
nation,Northern Ireland,N92000002,2021-10-07,3,2581
nation,Northern Ireland,N92000002,2021-10-06,2,2578
nation,Northern Ireland,N92000002,2021-10-05,3,2576
nation,Northern Ireland,N92000002,2021-10-04,3,2573
nation,Northern Ireland,N92000002,2021-10-03,1,2570
nation,Northern Ireland,N92000002,2021-10-02,4,2569
nation,Northern Ireland,N92000002,2021-10-01,2,2565
nation,Northern Ireland,N92000002,2021-09-30,5,2563
nation,Northern Ireland,N92000002,2021-09-29,3,2558
nation,Northern Ireland,N92000002,2021-09-28,3,2555
nation,Northern Ireland,N92000002,2021-09-27,4,2552
nation,Northern Ireland,N92000002,2021-09-26,4,2548
nation,Northern Ireland,N92000002,2021-09-25,5,2544
nation,Northern Ireland,N92000002,2021-09-24,6,2539
nation,Northern Ireland,N92000002,2021-09-23,8,2533
nation,Northern Ireland,N92000002,2021-09-22,9,2525
nation,Northern Ireland,N92000002,2021-09-21,4,2516
nation,Northern Ireland,N92000002,2021-09-20,4,2512
nation,Northern Ireland,N92000002,2021-09-19,5,2508
nation,Northern Ireland,N92000002,2021-09-18,4,2503
nation,Northern Ireland,N92000002,2021-09-17,10,2499
nation,Northern Ireland,N92000002,2021-09-16,7,2489
nation,Northern Ireland,N92000002,2021-09-15,3,2482
nation,Northern Ireland,N92000002,2021-09-14,10,2479
nation,Northern Ireland,N92000002,2021-09-13,10,2469
nation,Northern Ireland,N92000002,2021-09-12,8,2459
nation,Northern Ireland,N92000002,2021-09-11,6,2451
nation,Northern Ireland,N92000002,2021-09-10,1,2445
nation,Northern Ireland,N92000002,2021-09-09,6,2444
nation,Northern Ireland,N92000002,2021-09-08,10,2438
nation,Northern Ireland,N92000002,2021-09-07,5,2428
nation,Northern Ireland,N92000002,2021-09-06,4,2423
nation,Northern Ireland,N92000002,2021-09-05,13,2419
nation,Northern Ireland,N92000002,2021-09-04,7,2406
nation,Northern Ireland,N92000002,2021-09-03,6,2399
nation,Northern Ireland,N92000002,2021-09-02,8,2393
nation,Northern Ireland,N92000002,2021-09-01,13,2385
nation,Northern Ireland,N92000002,2021-08-31,7,2372
nation,Northern Ireland,N92000002,2021-08-30,7,2365
nation,Northern Ireland,N92000002,2021-08-29,8,2358
nation,Northern Ireland,N92000002,2021-08-28,10,2350
nation,Northern Ireland,N92000002,2021-08-27,5,2340
nation,Northern Ireland,N92000002,2021-08-26,5,2335
nation,Northern Ireland,N92000002,2021-08-25,4,2330
nation,Northern Ireland,N92000002,2021-08-24,5,2326
nation,Northern Ireland,N92000002,2021-08-23,8,2321
nation,Northern Ireland,N92000002,2021-08-22,10,2313
nation,Northern Ireland,N92000002,2021-08-21,12,2303
nation,Northern Ireland,N92000002,2021-08-20,5,2291
nation,Northern Ireland,N92000002,2021-08-19,7,2286
nation,Northern Ireland,N92000002,2021-08-18,11,2279
nation,Northern Ireland,N92000002,2021-08-17,7,2268
nation,Northern Ireland,N92000002,2021-08-16,4,2261
nation,Northern Ireland,N92000002,2021-08-15,2,2257
nation,Northern Ireland,N92000002,2021-08-14,4,2255
nation,Northern Ireland,N92000002,2021-08-13,6,2251
nation,Northern Ireland,N92000002,2021-08-12,6,2245
nation,Northern Ireland,N92000002,2021-08-11,5,2239
nation,Northern Ireland,N92000002,2021-08-10,3,2234
nation,Northern Ireland,N92000002,2021-08-09,3,2231
nation,Northern Ireland,N92000002,2021-08-08,8,2228
nation,Northern Ireland,N92000002,2021-08-07,3,2220
nation,Northern Ireland,N92000002,2021-08-06,5,2217
nation,Northern Ireland,N92000002,2021-08-05,4,2212
nation,Northern Ireland,N92000002,2021-08-04,3,2208
nation,Northern Ireland,N92000002,2021-08-03,1,2205
nation,Northern Ireland,N92000002,2021-08-02,3,2204
nation,Northern Ireland,N92000002,2021-08-01,7,2201
nation,Northern Ireland,N92000002,2021-07-31,5,2194
nation,Northern Ireland,N92000002,2021-07-30,5,2189
nation,Northern Ireland,N92000002,2021-07-29,6,2184
nation,Northern Ireland,N92000002,2021-07-28,3,2178
nation,Northern Ireland,N92000002,2021-07-27,2,2175
nation,Northern Ireland,N92000002,2021-07-26,0,2173
nation,Northern Ireland,N92000002,2021-07-25,1,2173
nation,Northern Ireland,N92000002,2021-07-24,2,2172
nation,Northern Ireland,N92000002,2021-07-23,2,2170
nation,Northern Ireland,N92000002,2021-07-22,2,2168
nation,Northern Ireland,N92000002,2021-07-21,1,2166
nation,Northern Ireland,N92000002,2021-07-20,1,2165
nation,Northern Ireland,N92000002,2021-07-19,1,2164
nation,Northern Ireland,N92000002,2021-07-18,1,2163
nation,Northern Ireland,N92000002,2021-07-17,0,2162
nation,Northern Ireland,N92000002,2021-07-16,3,2162
nation,Northern Ireland,N92000002,2021-07-15,0,2159
nation,Northern Ireland,N92000002,2021-07-14,0,2159
nation,Northern Ireland,N92000002,2021-07-13,0,2159
nation,Northern Ireland,N92000002,2021-07-12,0,2159
nation,Northern Ireland,N92000002,2021-07-11,1,2159
nation,Northern Ireland,N92000002,2021-07-10,1,2158
nation,Northern Ireland,N92000002,2021-07-09,1,2157
nation,Northern Ireland,N92000002,2021-07-08,0,2156
nation,Northern Ireland,N92000002,2021-07-07,0,2156
nation,Northern Ireland,N92000002,2021-07-06,0,2156
nation,Northern Ireland,N92000002,2021-07-05,0,2156
nation,Northern Ireland,N92000002,2021-07-04,0,2156
nation,Northern Ireland,N92000002,2021-07-03,0,2156
nation,Northern Ireland,N92000002,2021-07-02,0,2156
nation,Northern Ireland,N92000002,2021-07-01,1,2156
nation,Northern Ireland,N92000002,2021-06-30,0,2155
nation,Northern Ireland,N92000002,2021-06-29,0,2155
nation,Northern Ireland,N92000002,2021-06-28,0,2155
nation,Northern Ireland,N92000002,2021-06-27,0,2155
nation,Northern Ireland,N92000002,2021-06-26,0,2155
nation,Northern Ireland,N92000002,2021-06-25,0,2155
nation,Northern Ireland,N92000002,2021-06-24,0,2155
nation,Northern Ireland,N92000002,2021-06-23,0,2155
nation,Northern Ireland,N92000002,2021-06-22,0,2155
nation,Northern Ireland,N92000002,2021-06-21,0,2155
nation,Northern Ireland,N92000002,2021-06-20,0,2155
nation,Northern Ireland,N92000002,2021-06-19,0,2155
nation,Northern Ireland,N92000002,2021-06-18,0,2155
nation,Northern Ireland,N92000002,2021-06-17,0,2155
nation,Northern Ireland,N92000002,2021-06-16,0,2155
nation,Northern Ireland,N92000002,2021-06-15,0,2155
nation,Northern Ireland,N92000002,2021-06-14,0,2155
nation,Northern Ireland,N92000002,2021-06-13,0,2155
nation,Northern Ireland,N92000002,2021-06-12,0,2155
nation,Northern Ireland,N92000002,2021-06-11,0,2155
nation,Northern Ireland,N92000002,2021-06-10,0,2155
nation,Northern Ireland,N92000002,2021-06-09,0,2155
nation,Northern Ireland,N92000002,2021-06-08,1,2155
nation,Northern Ireland,N92000002,2021-06-07,0,2154
nation,Northern Ireland,N92000002,2021-06-06,0,2154
nation,Northern Ireland,N92000002,2021-06-05,0,2154
nation,Northern Ireland,N92000002,2021-06-04,0,2154
nation,Northern Ireland,N92000002,2021-06-03,0,2154
nation,Northern Ireland,N92000002,2021-06-02,0,2154
nation,Northern Ireland,N92000002,2021-06-01,1,2154
nation,Northern Ireland,N92000002,2021-05-31,0,2153
nation,Northern Ireland,N92000002,2021-05-30,0,2153
nation,Northern Ireland,N92000002,2021-05-29,0,2153
nation,Northern Ireland,N92000002,2021-05-28,1,2153
nation,Northern Ireland,N92000002,2021-05-27,0,2152
nation,Northern Ireland,N92000002,2021-05-26,0,2152
nation,Northern Ireland,N92000002,2021-05-25,0,2152
nation,Northern Ireland,N92000002,2021-05-24,0,2152
nation,Northern Ireland,N92000002,2021-05-23,0,2152
nation,Northern Ireland,N92000002,2021-05-22,0,2152
nation,Northern Ireland,N92000002,2021-05-21,0,2152
nation,Northern Ireland,N92000002,2021-05-20,0,2152
nation,Northern Ireland,N92000002,2021-05-19,0,2152
nation,Northern Ireland,N92000002,2021-05-18,1,2152
nation,Northern Ireland,N92000002,2021-05-17,0,2151
nation,Northern Ireland,N92000002,2021-05-16,2,2151
nation,Northern Ireland,N92000002,2021-05-15,0,2149
nation,Northern Ireland,N92000002,2021-05-14,0,2149
nation,Northern Ireland,N92000002,2021-05-13,1,2149
nation,Northern Ireland,N92000002,2021-05-12,0,2148
nation,Northern Ireland,N92000002,2021-05-11,1,2148
nation,Northern Ireland,N92000002,2021-05-10,0,2147
nation,Northern Ireland,N92000002,2021-05-09,0,2147
nation,Northern Ireland,N92000002,2021-05-08,0,2147
nation,Northern Ireland,N92000002,2021-05-07,0,2147
nation,Northern Ireland,N92000002,2021-05-06,1,2147
nation,Northern Ireland,N92000002,2021-05-05,0,2146
nation,Northern Ireland,N92000002,2021-05-04,0,2146
nation,Northern Ireland,N92000002,2021-05-03,0,2146
nation,Northern Ireland,N92000002,2021-05-02,0,2146
nation,Northern Ireland,N92000002,2021-05-01,1,2146
nation,Northern Ireland,N92000002,2021-04-30,0,2145
nation,Northern Ireland,N92000002,2021-04-29,1,2145
nation,Northern Ireland,N92000002,2021-04-28,0,2144
nation,Northern Ireland,N92000002,2021-04-27,1,2144
nation,Northern Ireland,N92000002,2021-04-26,1,2143
nation,Northern Ireland,N92000002,2021-04-25,0,2142
nation,Northern Ireland,N92000002,2021-04-24,1,2142
nation,Northern Ireland,N92000002,2021-04-23,0,2141
nation,Northern Ireland,N92000002,2021-04-22,2,2141
nation,Northern Ireland,N92000002,2021-04-21,3,2139
nation,Northern Ireland,N92000002,2021-04-20,0,2136
nation,Northern Ireland,N92000002,2021-04-19,1,2136
nation,Northern Ireland,N92000002,2021-04-18,0,2135
nation,Northern Ireland,N92000002,2021-04-17,1,2135
nation,Northern Ireland,N92000002,2021-04-16,1,2134
nation,Northern Ireland,N92000002,2021-04-15,1,2133
nation,Northern Ireland,N92000002,2021-04-14,2,2132
nation,Northern Ireland,N92000002,2021-04-13,1,2130
nation,Northern Ireland,N92000002,2021-04-12,0,2129
nation,Northern Ireland,N92000002,2021-04-11,1,2129
nation,Northern Ireland,N92000002,2021-04-10,1,2128
nation,Northern Ireland,N92000002,2021-04-09,2,2127
nation,Northern Ireland,N92000002,2021-04-08,1,2125
nation,Northern Ireland,N92000002,2021-04-07,2,2124
nation,Northern Ireland,N92000002,2021-04-06,1,2122
nation,Northern Ireland,N92000002,2021-04-05,2,2121
nation,Northern Ireland,N92000002,2021-04-04,1,2119
nation,Northern Ireland,N92000002,2021-04-03,1,2118
nation,Northern Ireland,N92000002,2021-04-02,2,2117
nation,Northern Ireland,N92000002,2021-04-01,0,2115
nation,Northern Ireland,N92000002,2021-03-31,0,2115
nation,Northern Ireland,N92000002,2021-03-30,3,2115
nation,Northern Ireland,N92000002,2021-03-29,2,2112
nation,Northern Ireland,N92000002,2021-03-28,1,2110
nation,Northern Ireland,N92000002,2021-03-27,1,2109
nation,Northern Ireland,N92000002,2021-03-26,1,2108
nation,Northern Ireland,N92000002,2021-03-25,0,2107
nation,Northern Ireland,N92000002,2021-03-24,0,2107
nation,Northern Ireland,N92000002,2021-03-23,0,2107
nation,Northern Ireland,N92000002,2021-03-22,2,2107
nation,Northern Ireland,N92000002,2021-03-21,3,2105
nation,Northern Ireland,N92000002,2021-03-20,0,2102
nation,Northern Ireland,N92000002,2021-03-19,1,2102
nation,Northern Ireland,N92000002,2021-03-18,2,2101
nation,Northern Ireland,N92000002,2021-03-17,1,2099
nation,Northern Ireland,N92000002,2021-03-16,0,2098
nation,Northern Ireland,N92000002,2021-03-15,2,2098
nation,Northern Ireland,N92000002,2021-03-14,0,2096
nation,Northern Ireland,N92000002,2021-03-13,0,2096
nation,Northern Ireland,N92000002,2021-03-12,1,2096
nation,Northern Ireland,N92000002,2021-03-11,4,2095
nation,Northern Ireland,N92000002,2021-03-10,7,2091
nation,Northern Ireland,N92000002,2021-03-09,6,2084
nation,Northern Ireland,N92000002,2021-03-08,1,2078
nation,Northern Ireland,N92000002,2021-03-07,2,2077
nation,Northern Ireland,N92000002,2021-03-06,6,2075
nation,Northern Ireland,N92000002,2021-03-05,1,2069
nation,Northern Ireland,N92000002,2021-03-04,2,2068
nation,Northern Ireland,N92000002,2021-03-03,4,2066
nation,Northern Ireland,N92000002,2021-03-02,2,2062
nation,Northern Ireland,N92000002,2021-03-01,2,2060
nation,Northern Ireland,N92000002,2021-02-28,2,2058
nation,Northern Ireland,N92000002,2021-02-27,2,2056
nation,Northern Ireland,N92000002,2021-02-26,3,2054
nation,Northern Ireland,N92000002,2021-02-25,4,2051
nation,Northern Ireland,N92000002,2021-02-24,4,2047
nation,Northern Ireland,N92000002,2021-02-23,2,2043
nation,Northern Ireland,N92000002,2021-02-22,5,2041
nation,Northern Ireland,N92000002,2021-02-21,5,2036
nation,Northern Ireland,N92000002,2021-02-20,5,2031
nation,Northern Ireland,N92000002,2021-02-19,2,2026
nation,Northern Ireland,N92000002,2021-02-18,6,2024
nation,Northern Ireland,N92000002,2021-02-17,5,2018
nation,Northern Ireland,N92000002,2021-02-16,12,2013
nation,Northern Ireland,N92000002,2021-02-15,5,2001
nation,Northern Ireland,N92000002,2021-02-14,5,1996
nation,Northern Ireland,N92000002,2021-02-13,8,1991
nation,Northern Ireland,N92000002,2021-02-12,9,1983
nation,Northern Ireland,N92000002,2021-02-11,12,1974
nation,Northern Ireland,N92000002,2021-02-10,8,1962
nation,Northern Ireland,N92000002,2021-02-09,3,1954
nation,Northern Ireland,N92000002,2021-02-08,9,1951
nation,Northern Ireland,N92000002,2021-02-07,8,1942
nation,Northern Ireland,N92000002,2021-02-06,13,1934
nation,Northern Ireland,N92000002,2021-02-05,9,1921
nation,Northern Ireland,N92000002,2021-02-04,14,1912
nation,Northern Ireland,N92000002,2021-02-03,5,1898
nation,Northern Ireland,N92000002,2021-02-02,13,1893
nation,Northern Ireland,N92000002,2021-02-01,15,1880
nation,Northern Ireland,N92000002,2021-01-31,12,1865
nation,Northern Ireland,N92000002,2021-01-30,14,1853
nation,Northern Ireland,N92000002,2021-01-29,23,1839
nation,Northern Ireland,N92000002,2021-01-28,16,1816
nation,Northern Ireland,N92000002,2021-01-27,20,1800
nation,Northern Ireland,N92000002,2021-01-26,12,1780
nation,Northern Ireland,N92000002,2021-01-25,15,1768
nation,Northern Ireland,N92000002,2021-01-24,13,1753
nation,Northern Ireland,N92000002,2021-01-23,20,1740
nation,Northern Ireland,N92000002,2021-01-22,13,1720
nation,Northern Ireland,N92000002,2021-01-21,11,1707
nation,Northern Ireland,N92000002,2021-01-20,19,1696
nation,Northern Ireland,N92000002,2021-01-19,19,1677
nation,Northern Ireland,N92000002,2021-01-18,21,1658
nation,Northern Ireland,N92000002,2021-01-17,29,1637
nation,Northern Ireland,N92000002,2021-01-16,20,1608
nation,Northern Ireland,N92000002,2021-01-15,24,1588
nation,Northern Ireland,N92000002,2021-01-14,26,1564
nation,Northern Ireland,N92000002,2021-01-13,19,1538
nation,Northern Ireland,N92000002,2021-01-12,19,1519
nation,Northern Ireland,N92000002,2021-01-11,23,1500
nation,Northern Ireland,N92000002,2021-01-10,16,1477
nation,Northern Ireland,N92000002,2021-01-09,20,1461
nation,Northern Ireland,N92000002,2021-01-08,10,1441
nation,Northern Ireland,N92000002,2021-01-07,21,1431
nation,Northern Ireland,N92000002,2021-01-06,11,1410
nation,Northern Ireland,N92000002,2021-01-05,7,1399
nation,Northern Ireland,N92000002,2021-01-04,13,1392
nation,Northern Ireland,N92000002,2021-01-03,12,1379
nation,Northern Ireland,N92000002,2021-01-02,14,1367
nation,Northern Ireland,N92000002,2021-01-01,13,1353
nation,Northern Ireland,N92000002,2020-12-31,10,1340
nation,Northern Ireland,N92000002,2020-12-30,13,1330
nation,Northern Ireland,N92000002,2020-12-29,11,1317
nation,Northern Ireland,N92000002,2020-12-28,8,1306
nation,Northern Ireland,N92000002,2020-12-27,14,1298
nation,Northern Ireland,N92000002,2020-12-26,10,1284
nation,Northern Ireland,N92000002,2020-12-25,7,1274
nation,Northern Ireland,N92000002,2020-12-24,15,1267
nation,Northern Ireland,N92000002,2020-12-23,15,1252
nation,Northern Ireland,N92000002,2020-12-22,10,1237
nation,Northern Ireland,N92000002,2020-12-21,17,1227
nation,Northern Ireland,N92000002,2020-12-20,12,1210
nation,Northern Ireland,N92000002,2020-12-19,15,1198
nation,Northern Ireland,N92000002,2020-12-18,10,1183
nation,Northern Ireland,N92000002,2020-12-17,14,1173
nation,Northern Ireland,N92000002,2020-12-16,13,1159
nation,Northern Ireland,N92000002,2020-12-15,6,1146
nation,Northern Ireland,N92000002,2020-12-14,6,1140
nation,Northern Ireland,N92000002,2020-12-13,5,1134
nation,Northern Ireland,N92000002,2020-12-12,7,1129
nation,Northern Ireland,N92000002,2020-12-11,9,1122
nation,Northern Ireland,N92000002,2020-12-10,13,1113
nation,Northern Ireland,N92000002,2020-12-09,9,1100
nation,Northern Ireland,N92000002,2020-12-08,7,1091
nation,Northern Ireland,N92000002,2020-12-07,17,1084
nation,Northern Ireland,N92000002,2020-12-06,11,1067
nation,Northern Ireland,N92000002,2020-12-05,12,1056
nation,Northern Ireland,N92000002,2020-12-04,7,1044
nation,Northern Ireland,N92000002,2020-12-03,6,1037
nation,Northern Ireland,N92000002,2020-12-02,8,1031
nation,Northern Ireland,N92000002,2020-12-01,7,1023
nation,Northern Ireland,N92000002,2020-11-30,12,1016
nation,Northern Ireland,N92000002,2020-11-29,8,1004
nation,Northern Ireland,N92000002,2020-11-28,11,996
nation,Northern Ireland,N92000002,2020-11-27,11,985
nation,Northern Ireland,N92000002,2020-11-26,8,974
nation,Northern Ireland,N92000002,2020-11-25,10,966
nation,Northern Ireland,N92000002,2020-11-24,7,956
nation,Northern Ireland,N92000002,2020-11-23,8,949
nation,Northern Ireland,N92000002,2020-11-22,6,941
nation,Northern Ireland,N92000002,2020-11-21,8,935
nation,Northern Ireland,N92000002,2020-11-20,13,927
nation,Northern Ireland,N92000002,2020-11-19,13,914
nation,Northern Ireland,N92000002,2020-11-18,10,901
nation,Northern Ireland,N92000002,2020-11-17,11,891
nation,Northern Ireland,N92000002,2020-11-16,9,880
nation,Northern Ireland,N92000002,2020-11-15,13,871
nation,Northern Ireland,N92000002,2020-11-14,13,858
nation,Northern Ireland,N92000002,2020-11-13,11,845
nation,Northern Ireland,N92000002,2020-11-12,10,834
nation,Northern Ireland,N92000002,2020-11-11,13,824
nation,Northern Ireland,N92000002,2020-11-10,8,811
nation,Northern Ireland,N92000002,2020-11-09,10,803
nation,Northern Ireland,N92000002,2020-11-08,10,793
nation,Northern Ireland,N92000002,2020-11-07,7,783
nation,Northern Ireland,N92000002,2020-11-06,15,776
nation,Northern Ireland,N92000002,2020-11-05,7,761
nation,Northern Ireland,N92000002,2020-11-04,10,754
nation,Northern Ireland,N92000002,2020-11-03,12,744
nation,Northern Ireland,N92000002,2020-11-02,5,732
nation,Northern Ireland,N92000002,2020-11-01,10,727
nation,Northern Ireland,N92000002,2020-10-31,7,717
nation,Northern Ireland,N92000002,2020-10-30,9,710
nation,Northern Ireland,N92000002,2020-10-29,14,701
nation,Northern Ireland,N92000002,2020-10-28,9,687
nation,Northern Ireland,N92000002,2020-10-27,10,678
nation,Northern Ireland,N92000002,2020-10-26,11,668
nation,Northern Ireland,N92000002,2020-10-25,6,657
nation,Northern Ireland,N92000002,2020-10-24,8,651
nation,Northern Ireland,N92000002,2020-10-23,6,643
nation,Northern Ireland,N92000002,2020-10-22,4,637
nation,Northern Ireland,N92000002,2020-10-21,6,633
nation,Northern Ireland,N92000002,2020-10-20,3,627
nation,Northern Ireland,N92000002,2020-10-19,4,624
nation,Northern Ireland,N92000002,2020-10-18,7,620
nation,Northern Ireland,N92000002,2020-10-17,3,613
nation,Northern Ireland,N92000002,2020-10-16,2,610
nation,Northern Ireland,N92000002,2020-10-15,4,608
nation,Northern Ireland,N92000002,2020-10-14,2,604
nation,Northern Ireland,N92000002,2020-10-13,4,602
nation,Northern Ireland,N92000002,2020-10-12,5,598
nation,Northern Ireland,N92000002,2020-10-11,6,593
nation,Northern Ireland,N92000002,2020-10-10,0,587
nation,Northern Ireland,N92000002,2020-10-09,0,587
nation,Northern Ireland,N92000002,2020-10-08,0,587
nation,Northern Ireland,N92000002,2020-10-07,1,587
nation,Northern Ireland,N92000002,2020-10-06,1,586
nation,Northern Ireland,N92000002,2020-10-05,1,585
nation,Northern Ireland,N92000002,2020-10-04,0,584
nation,Northern Ireland,N92000002,2020-10-03,1,584
nation,Northern Ireland,N92000002,2020-10-02,2,583
nation,Northern Ireland,N92000002,2020-10-01,1,581
nation,Northern Ireland,N92000002,2020-09-30,1,580
nation,Northern Ireland,N92000002,2020-09-29,0,579
nation,Northern Ireland,N92000002,2020-09-28,1,579
nation,Northern Ireland,N92000002,2020-09-27,0,578
nation,Northern Ireland,N92000002,2020-09-26,0,578
nation,Northern Ireland,N92000002,2020-09-25,1,578
nation,Northern Ireland,N92000002,2020-09-24,0,577
nation,Northern Ireland,N92000002,2020-09-23,0,577
nation,Northern Ireland,N92000002,2020-09-22,0,577
nation,Northern Ireland,N92000002,2020-09-21,0,577
nation,Northern Ireland,N92000002,2020-09-20,0,577
nation,Northern Ireland,N92000002,2020-09-19,2,577
nation,Northern Ireland,N92000002,2020-09-18,1,575
nation,Northern Ireland,N92000002,2020-09-17,0,574
nation,Northern Ireland,N92000002,2020-09-16,2,574
nation,Northern Ireland,N92000002,2020-09-15,1,572
nation,Northern Ireland,N92000002,2020-09-14,1,571
nation,Northern Ireland,N92000002,2020-09-13,0,570
nation,Northern Ireland,N92000002,2020-09-12,0,570
nation,Northern Ireland,N92000002,2020-09-11,2,570
nation,Northern Ireland,N92000002,2020-09-10,1,568
nation,Northern Ireland,N92000002,2020-09-09,0,567
nation,Northern Ireland,N92000002,2020-09-08,0,567
nation,Northern Ireland,N92000002,2020-09-07,2,567
nation,Northern Ireland,N92000002,2020-09-06,0,565
nation,Northern Ireland,N92000002,2020-09-05,1,565
nation,Northern Ireland,N92000002,2020-09-04,0,564
nation,Northern Ireland,N92000002,2020-09-03,2,564
nation,Northern Ireland,N92000002,2020-09-02,0,562
nation,Northern Ireland,N92000002,2020-09-01,1,562
nation,Northern Ireland,N92000002,2020-08-31,0,561
nation,Northern Ireland,N92000002,2020-08-30,0,561
nation,Northern Ireland,N92000002,2020-08-29,0,561
nation,Northern Ireland,N92000002,2020-08-28,1,561
nation,Northern Ireland,N92000002,2020-08-27,0,560
nation,Northern Ireland,N92000002,2020-08-26,0,560
nation,Northern Ireland,N92000002,2020-08-25,1,560
nation,Northern Ireland,N92000002,2020-08-24,0,559
nation,Northern Ireland,N92000002,2020-08-23,0,559
nation,Northern Ireland,N92000002,2020-08-22,0,559
nation,Northern Ireland,N92000002,2020-08-21,0,559
nation,Northern Ireland,N92000002,2020-08-20,0,559
nation,Northern Ireland,N92000002,2020-08-19,0,559
nation,Northern Ireland,N92000002,2020-08-18,0,559
nation,Northern Ireland,N92000002,2020-08-17,0,559
nation,Northern Ireland,N92000002,2020-08-16,0,559
nation,Northern Ireland,N92000002,2020-08-15,1,559
nation,Northern Ireland,N92000002,2020-08-14,0,558
nation,Northern Ireland,N92000002,2020-08-13,1,558
nation,Northern Ireland,N92000002,2020-08-12,0,557
nation,Northern Ireland,N92000002,2020-08-11,0,557
nation,Northern Ireland,N92000002,2020-08-10,0,557
nation,Northern Ireland,N92000002,2020-08-09,0,557
nation,Northern Ireland,N92000002,2020-08-08,1,557
nation,Northern Ireland,N92000002,2020-08-07,0,556
nation,Northern Ireland,N92000002,2020-08-06,0,556
nation,Northern Ireland,N92000002,2020-08-05,0,556
nation,Northern Ireland,N92000002,2020-08-04,0,556
nation,Northern Ireland,N92000002,2020-08-03,0,556
nation,Northern Ireland,N92000002,2020-08-02,0,556
nation,Northern Ireland,N92000002,2020-08-01,0,556
nation,Northern Ireland,N92000002,2020-07-31,0,556
nation,Northern Ireland,N92000002,2020-07-30,0,556
nation,Northern Ireland,N92000002,2020-07-29,0,556
nation,Northern Ireland,N92000002,2020-07-28,0,556
nation,Northern Ireland,N92000002,2020-07-27,0,556
nation,Northern Ireland,N92000002,2020-07-26,0,556
nation,Northern Ireland,N92000002,2020-07-25,0,556
nation,Northern Ireland,N92000002,2020-07-24,0,556
nation,Northern Ireland,N92000002,2020-07-23,0,556
nation,Northern Ireland,N92000002,2020-07-22,0,556
nation,Northern Ireland,N92000002,2020-07-21,0,556
nation,Northern Ireland,N92000002,2020-07-20,0,556
nation,Northern Ireland,N92000002,2020-07-19,0,556
nation,Northern Ireland,N92000002,2020-07-18,0,556
nation,Northern Ireland,N92000002,2020-07-17,0,556
nation,Northern Ireland,N92000002,2020-07-16,0,556
nation,Northern Ireland,N92000002,2020-07-15,0,556
nation,Northern Ireland,N92000002,2020-07-14,0,556
nation,Northern Ireland,N92000002,2020-07-13,0,556
nation,Northern Ireland,N92000002,2020-07-12,1,556
nation,Northern Ireland,N92000002,2020-07-11,0,555
